02262	DEUILLET	3	214
02263	DHUIZEL	2	112
02264	DIZY-LE-GROS	18	746
02267	DOMMIERS	4	302
02268	DOMPTIN	14	660
02269	DORENGT	1	161
02270	DOUCHY	4	167
02271	DRAVEGNY	5	132
02272	DROIZY	5	80
02273	DURY	3	207
02274	ÉBOULEAU	7	201
02275	EFFRY	12	325
02276	ENGLANCOURT	4	122
02277	ÉPAGNY	4	349
02278	ÉPARCY	1	33
02279	ÉPAUX-BÉZU	25	578
02280	ÉPIEDS	14	421
02281	L'ÉPINE-AUX-BOIS	5	267
02282	EPPES	6	435
02283	ERLON	4	295
02284	ERLOY	6	103
02286	ESQUÉHÉRIES	15	878
02287	ESSIGNY-LE-GRAND	27	1075
02288	ESSIGNY-LE-PETIT	2	355
02289	ESSISES	13	422
02290	ESSÔMES-SUR-MARNE	60	2818
02291	ESTRÉES	4	418
02292	ÉTAMPES-SUR-MARNE	33	1333
02293	ÉTAVES-ET-BOCQUIAUX	10	563
02294	ÉTOUVELLES	3	215
02295	ÉTRÉAUPONT	30	860
02296	ÉTREILLERS	19	1218
02297	ÉTRÉPILLY	4	123
02298	ÉTREUX	23	1429
02299	ÉVERGNICOURT	6	552
02302	FAVEROLLES	9	333
02303	FAYET	14	696
02304	LA FÈRE	80	2973
02305	FÈRE-EN-TARDENOIS	113	3056
02306	LA FERTÉ-CHEVRESIS	12	519
02307	LA FERTÉ-MILON	66	2219
02308	FESMY-LE-SART	12	484
02309	FESTIEUX	11	676
02310	FIEULAINE	4	255
02311	FILAIN	4	122
02312	LA FLAMENGRIE	18	1110
02313	FLAVIGNY-LE-GRAND-ET-BEAURAIN	9	449
02315	FLAVY-LE-MARTEL	21	1703
02316	FLEURY	2	133
02317	FLUQUIÈRES	10	222
02318	FOLEMBRAY	42	1399
02319	FONSOMME	9	498
02321	FONTAINE-LÈS-VERVINS	30	1090
02322	FONTAINE-NOTRE-DAME	11	389
02323	FONTAINE-UTERTE	2	137
02324	FONTENELLE	8	284
02326	FONTENOY	15	478
02327	FORESTE	3	164
02328	FOSSOY	17	519
02329	FOURDRAIN	12	434
02330	FRANCILLY-SELENCY	10	537
02331	FRANQUEVILLE	2	113
02332	FRESNES-EN-TARDENOIS	2	269
02333	FRESNES-SOUS-COUCY	2	164
02334	FRESNOY-LE-GRAND	43	3028
02335	FRESSANCOURT	4	191
02336	FRIÈRES-FAILLOUËL	13	998
02337	FROIDESTRÉES	2	172
02338	FROIDMONT-COHARTILLE	5	262
02339	GANDELU	23	699
02340	GAUCHY	93	5309
02341	GERCY	7	269
02342	GERGNY	4	136
02343	GERMAINE	1	81
02346	GIZY	17	676
02347	GLAND	9	450
02350	GOUDELANCOURT-LÈS-PIERREPONT	2	138
02351	GOUSSANCOURT	2	119
02352	GOUY	12	570
02353	GRANDLUP-ET-FAY	9	297
02354	GRANDRIEUX	3	82
02355	GRICOURT	21	979
02356	GRISOLLES	3	242
02357	GRONARD	2	73
02358	GROUGIS	9	336
02359	GRUGIES	22	1321
02360	VILLENEUVE-SUR-AISNE	48	2790
02361	GUISE	106	4723
02362	GUIVRY	5	250
02363	GUNY	8	393
02364	GUYENCOURT	3	263
02366	HANNAPES	11	331
02367	HAPPENCOURT	2	134
02368	HARAMONT	7	581
02369	HARCIGNY	4	244
02370	HARGICOURT	8	615
02371	HARLY	20	1613
02372	HARTENNES-ET-TAUX	5	357
02373	HARY	5	202
02374	LEHAUCOURT	17	870
02375	HAUTEVESNES	5	162
02376	HAUTEVILLE	2	179
02377	HAUTION	6	143
02378	LA HÉRIE	4	134
02379	LE HÉRIE-LA-VIÉVILLE	5	332
02381	HIRSON	144	8897
02382	HOLNON	31	1406
02383	HOMBLIÈRES	16	1498
02384	HOURY	1	58
02385	HOUSSET	3	163
02386	IRON	8	227
02387	ITANCOURT	31	1050
02388	IVIERS	10	231
02389	JAULGONNE	18	675
02390	JEANCOURT	3	266
02391	JEANTES	4	206
02392	JONCOURT	10	317
02393	JOUAIGNES	2	146
02395	JUMENCOURT	6	147
02396	JUMIGNY	1	65
02397	JUSSY	20	1272
02398	JUVIGNY	4	288
02399	JUVINCOURT-ET-DAMARY	7	612
02400	LAFFAUX	3	152
02401	LAIGNY	5	196
02403	LANDIFAY-ET-BERTAIGNEMONT	13	267
02404	LANDOUZY-LA-COUR	5	190
