W232001095	false	1967-09-19	2020-09-22		ALCOOL ASSISTANCE	018030		23096	23	23000	GUÉRET	FRANCE	HOMME	false	ACTIVE	018000	SERVICES ET ÉTABLISSEMENTS MÉDICO-SOCIAUX	018030	prévention et lutte contre l'alcoolisme, le tabagisme, la toxicomanie		ALCOOL ASSISTANCE	06/05/1966
W422001698	false	1958-04-30	2018-05-14		ALCOOL ASSISTANCE	018030		42187	42	42300	ROANNE	FRANCE	HOMME	false	ACTIVE	018000	SERVICES ET ÉTABLISSEMENTS MÉDICO-SOCIAUX	018030	prévention et lutte contre l'alcoolisme, le tabagisme, la toxicomanie		ALCOOL ASSISTANCE	06/05/1966
W751028029	false	1911-04-14	1984-03-23		ALLIANCE NATIONALE POPULATION ET AVENIR	019000		75117	75	75017	PARIS 17E	FRANCE	HOMME	false	ACTIVE	019000	INTERVENTIONS SOCIALES	019000	INTERVENTIONS SOCIALES		ALLIANCE NATIONALE POPULATION ET AVENIR	03/08/1913
W381012283	false	1955-04-19	2021-01-29		ALPES INSERTION	018015		38169	38	38600	FONTAINE	FRANCE	FEMME	false	ACTIVE	018000	SERVICES ET ÉTABLISSEMENTS MÉDICO-SOCIAUX	018015	établissements et services pour enfants handicapés, établissements et services pour adultes handicapés, y compris les CAT (centres d'aide par le travail).	W381012283	ALPES INSERTION	23/12/2002
W513004488	false	1946-04-30	2004-08-16		AMICALE DES DONNEURS DE SANG BENEVOLES DE REIMS ET DE LA REGION	014000		51454	51	51100	REIMS	FRANCE	HOMME	false	ACTIVE	014000	AMICALES, GROUPEMENTS AFFINITAIRES, GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX)	014000	AMICALES, GROUPEMENTS AFFINITAIRES, GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX)		AMICALE DES DONNEURS DE SANG BENEVOLES DE REIMS ET DE LA REGION	01/06/1956
W471002494	false	1911-07-04	2018-09-26		AMICALE LAIQUE D'AGEN	050000	015070	47001	47	47000	AGEN	FRANCE	HOMME	false	ACTIVE	050000	DOMAINES DIVERS, DOMAINES DE NOMENCLATURE SITADELE À RECLASSER	050000	DOMAINES DIVERS, DOMAINES DE NOMENCLATURE SITADELE À RECLASSER		AMICALE LAIQUE D'AGEN	23/05/1929
W595026825	false	1924-04-25	2018-03-27		AMIS AVEUGLES CIVILS ET AVEUGLES DE GUERRE DU NORD FRANCE	019000		59350	59	59000	LILLE	FRANCE	HOMME	false	ACTIVE	019000	INTERVENTIONS SOCIALES	019000	INTERVENTIONS SOCIALES		AMIS AVEUGLES CIVILS ET AVEUGLES DE GUERRE DU NORD FRANCE	25/04/1924
W678000037	false	2015-12-09	2015-12-09		ASILE DE NEUENBERG	018000		67218	67	67400	INGWILLER	FRANCE	HOMME	true	ACTIVE	018000	SERVICES ET ÉTABLISSEMENTS MÉDICO-SOCIAUX	018000	SERVICES ET ÉTABLISSEMENTS MÉDICO-SOCIAUX		ASILE DE NEUENBERG	22/03/1880
W751032701	false	1961-12-21	1961-12-21		ASSOCIATION AERONAUTIQUE ET ASTRONAUTIQUE DE FRANCE	023000		75116	75	75016	PARIS	FRANCE	HOMME	false	ACTIVE	023000	REPRÉSENTATION, PROMOTION ET DÉFENSE D'INTÉRÊTS ÉCONOMIQUES	023000	REPRÉSENTATION, PROMOTION ET DÉFENSE D'INTÉRÊTS ÉCONOMIQUES		ASSOCIATION AERONAUTIQUE ET ASTRONAUTIQUE DE FRANCE	21/12/1961
W811002163	true	1907-01-30	2021-09-03		ASSOCIATION ALBIGEOISE D'ASSISTANCE	018050		81004	81	81000	ALBI	FRANCE	HOMME	false	ACTIVE	018000	SERVICES ET ÉTABLISSEMENTS MÉDICO-SOCIAUX	018050	aide sociale aux personnes en situation de handicap		ASSOCIATION ALBIGEOISE D'ASSISTANCE	18/04/1922
W633001447	false	1977-05-02	2021-03-19		ASSOCIATION AMICALE ISSOIRIENNE DES ANCIENS ET ANCIENNES ELEVES DE L'ECOLE PUBLIQUE	015070		63178	63	63500	ISSOIRE	FRANCE	HOMME	false	ACTIVE	015000	ÉDUCATION  FORMATION	015070	amicales, associations d'anciens étudiants, d'anciens élèves		ASSOCIATION AMICALE ISSOIRIENNE DES ANCIENS ET ANCIENNES ELEVES DE L'ECOLE PUBLIQUE	02/05/1977
W812000907	true	1993-02-23	2019-02-14		ASSOCIATION AURORE	030012	030000	81021	81	81200	AUSSILLON	FRANCE	FEMME	false	ACTIVE	030000	AIDE À L'EMPLOI, DÉVELOPPEMENT LOCAL, PROMOTION DE SOLIDARITÉS ÉCONOMIQUES, VIE LOCALE	030012	comités de défense et d'animation de quartier, association locale ou municipale		ASSOCIATION AURORE	04/11/1875
W061005251	false	1995-10-12	2019-01-22		ASSOCIATION AURORE	019000		06079	06	06210	MANDELIEU-LA-NAPOULE	FRANCE	FEMME	false	ACTIVE	019000	INTERVENTIONS SOCIALES	019000	INTERVENTIONS SOCIALES		ASSOCIATION AURORE	04/11/1875
W751020200	false	1967-07-29	2021-07-20		ASSOCIATION AURORE	019000		75104	75	75004	PARIS 4E	FRANCE	HOMME	false	ACTIVE	019000	INTERVENTIONS SOCIALES	019000	INTERVENTIONS SOCIALES		ASSOCIATION AURORE	04/11/1875
W122002286	false	2000-03-20	2010-04-06	2010-04-06	ASSOCIATION AURORE	019025		12202	12	12000	RODEZ	FRANCE	HOMME	false	DISSOLUE	019000	INTERVENTIONS SOCIALES	019025	aide aux réfugiés et aux immigrés (hors défense de droits fondamentaux)		ASSOCIATION AURORE	04/11/1875
W502003464	false	1996-12-28	2013-12-18	2013-12-14	ASSOCIATION AURORE	014035	017075	50129	50	50120	ÉQUEURDREVILLE-HAINNEVILLE	FRANCE	FEMME	false	DISSOLUE	014000	AMICALES, GROUPEMENTS AFFINITAIRES, GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX)	014035	groupements d'entraide et de solidarité		ASSOCIATION AURORE	04/11/1875
W452005911	false	1997-06-25	1997-06-25		ASSOCIATION AURORE	007080	017085	45142	45	45450	FAY-AUX-LOGES	FRANCE	HOMME	false	ACTIVE	007000	CLUBS DE LOISIRS, RELATIONS	007080	centres de loisirs, clubs de loisirs multiples		ASSOCIATION AURORE	04/11/1875
W662000685	false	2006-05-11	2006-05-11		ASSOCIATION AURORE	019042	018030	66136	66	66000	PERPIGNAN	FRANCE	HOMME	false	ACTIVE	019000	INTERVENTIONS SOCIALES	019042	lutte contre la violence routière		ASSOCIATION AURORE	04/11/1875
W723009504	false	2003-10-27	2003-10-27		ASSOCIATION AURORE	006040		72181	72	72000	LE    MANS	FRANCE	HOMME	false	ACTIVE	006000	CULTURE, PRATIQUES D'ACTIVITÉS ARTISTIQUES, PRATIQUES CULTURELLES	006040	danse		ASSOCIATION AURORE	04/11/1875
W802013459	false	1988-05-10	1988-05-10		ASSOCIATION AURORE	017000		80702	80	80680	SAINT-FUSCIEN	FRANCE	HOMME	false	ACTIVE	017000	SANTÉ	017000	SANTÉ		ASSOCIATION AURORE	04/11/1875
W782004998	false	1991-11-29	2020-10-28		ASSOCIATION AURORE	017000		78208	78	78990	ÉLANCOURT	FRANCE	FEMME	false	ACTIVE	017000	SANTÉ	017000	SANTÉ		ASSOCIATION AURORE	04/11/1875
W792001503	false	2004-04-01	2015-04-20	2015-04-16	ASSOCIATION BETHEL	040000		79154	79	79110	LOUBILLÉ	FRANCE	HOMME	false	DISSOLUE	040000	ACTIVITÉS RELIGIEUSES, SPIRITUELLES OU PHILOSOPHIQUES	040000	ACTIVITÉS RELIGIEUSES, SPIRITUELLES OU PHILOSOPHIQUES		ASSOCIATION BETHEL	07/06/1993
W751236375	false	2016-11-17	2020-11-17		ASSOCIATION BETHEL	020010	019040	44215	44	44120	VERTOU	FRANCE	FEMME	false	ACTIVE	020000	ASSOCIATIONS CARITATIVES, HUMANITAIRES, AIDE AU DÉVELOPPEMENT, DÉVELOPPEMENT DU BÉNÉVOLAT	020010	secours en nature, distribution de nourriture et de vêtements		ASSOCIATION BETHEL	07/06/1993
