id;id_ex;siret;rup_mi;gestion;date_creat;date_decla;date_publi;date_disso;nature;groupement;titre;titre_court;objet;objet_social1;objet_social2;adrs_complement;adrs_numvoie;adrs_repetition;adrs_typevoie;adrs_libvoie;adrs_distrib;adrs_codeinsee;adrs_codepostal;adrs_libcommune;adrg_declarant;adrg_complemid;adrg_complemgeo;adrg_libvoie;adrg_distrib;adrg_codepostal;adrg_achemine;adrg_pays;dir_civilite;siteweb;publiweb;observation;position;maj_time
"W9J1000079";"";"";"";"9J1T";"2013-09-02";"2013-09-02";"2013-09-21";"0001-01-01";"D";"S";"ASSOCIATION REPRESENTATIVE DES PROFESSIONNELS DE LA PISCINE";"ARPP";"défendre les intérêts individuels et collectifs des commerçants, artisans dans le domaine du nettoyage et entretien piscine à Saint-Barthélemy (97133), établir un dialogue entre les professionnels de la piscine, la commune et les autorités administratives et judiciaires";"023007";"000000";"";"";"";"";"Terre-Neuve";"_";"97701";"97133";"Saint-Barthélemy";"";"";"";"Terre-Neuve";"";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"0";"";"A";"2013-09-24 18:45:23"
"W9J1000080";"";"";"";"9J1T";"2013-09-13";"2013-09-13";"2013-09-28";"0001-01-01";"D";"S";"SAINT-BARTH HERITAGE";"SAINT-BARTH HERITAGE";"faire reconnaitre le patrimoine existant de l'île de saint-barthélemy, faire prendre conscience des avantages que la discipline peut apporter au développement du territoire, faire comprendre et faire reconnaitre le statut singulier de certains éléments patrimoniaux en sensibilisant les habitants de l'île sur la valeur historique, culturelle et artistique du patrimoine de Saint-Barthélemy ; réunir, collecter, classifier toute information pouvant contribuer à la connaissance des éléments matériels, immatériels, culturels, historiques, constituant le patrimoine de l'île ; constituer des synthèses et des rapports historiques et techniques pour étudier et apporter une contribution scientifique sur des thèmes définis ; entretenir la mémoire de tout fait culturel, social, historique ou autre, ayant caractérisé ou marqué la vie de l'île ;  préserver, protéger, conserver, entretenir et restaurer les biens culturels; promouvoir des actions physiques sur les collections ; développer en liaison avec la collectivité et les acteurs locaux toutes les actions susceptibles de favoriser la valorisation de ce patrimoine ; former par ses propres moyens ou avec l'aide de ses adhérents ou à travers des bourses d'études et de stages aux techniques et savoir-faire liés à la conservation et la valorisation du patrimoine, mais aussi promouvoir un haut niveau de formation, de recherche et de pratique dans le domaine de l'étude, de la conservation, de la valorisation du patrimoine en accord avec les principes énoncés dans ces présents statuts et les textes législatifs et règlementaires en vigueur ; faciliter ces actions en partenariats avec d'autres organismes et encourager l'association de toute personne physique ou morale oeuvrant en faveur du patrimoine de l'île";"010020";"000000";"";"13";"";"RUE";"Jeanne d'Arc Gustavia";"_";"97701";"97133";"Saint-Barthélemy";"";"immeuble BNP";"rue du bord de mer";"gustavia";"";"97133";"Saint-Barthélemy";"FRANCE";"PF";"";"0";"";"A";"2013-10-03 20:10:31"
"W9J1000081";"10/11/2008";"";"";"9J1T";"2008-11-10";"2017-12-12";"2008-12-06";"0001-01-01";"D";"S";"COMITE DU CARNAVAL DE SAINT-BARTHELEMY";"KOKABARTH";"faire connaître le carnaval de saint-barthélemy localement et en dehors de saint-barthélemy ; développer toutes les actions susceptibles de faire évoluer les pratiques du carnaval et les intégrer aux domaines économiques, touristiques, artistiques et éducatifs ; contribuer au rapprochement des associations et acteurs du carnaval en vue d'une démarche commune d'évolution ; se faire le porte-parole des demandes, besoins et revendications des adhérents et acteurs du carnaval ; constituer un lieu d'échange et de propositions au service du carnaval ; contribuer à la reconnaissance et l'authenticité des pratiques des acteurs du carnaval ; établir un protocole d'accord proposant un code de conduite des carnavaliers de saint-barthélemy";"006115";"000000";"";"";"";"";"Grand cul de sac";"_";"97701";"97133";"Saint-Barthélemy";"";"MAISON BLEUE";"FLAMANDS";"";"";"97133";"SAINT-BARTHéLEMY";"FRANCE";"PF";"";"1";"";"A";"2017-12-14 21:14:47"
"W9J1000082";"";"";"";"9J1T";"2013-09-26";"2015-04-21";"2013-10-05";"0001-01-01";"D";"S";"CÔTÉ SCÈNE SBH";"CÔTÉ SCÈNE SBH";"favoriser, diffuser et réaliser des initiatives susceptibles de promouvoir et valoriser : la promotion et la diffusion de la culture sous toutes ses formes, de l'art dramatique, cinématographique, musical, chorégraphique, littéraire ; organiser et réaliser également pour le compte de tiers des manifestations, expositions, festivals et concours nationaux et internationaux ; développer des échanges culturels dans les domaines cités ci-dessus ; réaliser des initiatives publicitaires dans les secteurs de la culture ; créer, promouvoir et dérouler des activités didactiques susceptibles de gérer des cours de formation professionnelle à l'art dramatique ou tout autre activité culturelle dans le domaine de la culture, grâce à l'organisation de cours, séminaires, workshops, expositions, soirées, concours, etc.. ; éditer et distribuer des revues et bulletins en utilisant les moyens et procédés techniques les plus adaptés à leur diffusion ; collaborer avec des organismes publics et privés";"006100";"000000";"";"";"";"";"Saint-Jean L'étoile";"_";"97701";"97133";"Saint-Barthélemy";"";"";"";"ST JEAN";"B.P 1105";"97012";"SAINT-BARTHéLEMY";"FRANCE";"PF";"";"0";"";"A";"2015-10-21 20:00:07"
"W9J1000083";"";"";"";"9J1T";"2013-10-16";"2021-02-10";"2013-12-14";"0001-01-01";"D";"S";"SBH SUB LOISIRS SPORTIFS";"SBH SUB LOISIRS SPORTIFS";"pratiquer des activités physiques et sportives notamment celles permettant la découverte du milieu naturel marin et terrestre ; contribuer à la conservation de la faune, de la flore et des espaces naturels";"011400";"000000";"";"";"";"RUE";"PUBLIC";"_";"97701";"97133";"Saint-Barthélemy";"";"COLLèGE MIREILLE CHOISY";"";"";"B.P 58";"97133";"SAINT-BARTHéLEMY CEDEX";"FRANCE";"PM";"";"0";"";"A";"2021-08-12 20:00:03"
"W9J1000084";"";"";"";"9J1T";"2014-01-06";"2014-01-06";"2014-02-15";"0001-01-01";"D";"S";"ST BARTH LES SOURIRES DU TEMPS";"SBST";"créer et gérer un accueil de jour pour personnes âgées dans le but est d'améliorer leur qualité de vie et de permettre un moment de répit aux aidants";"021015";"000000";"";"";"";"RTE";"de la plage";"_Public";"97701";"97133";"Saint-Barthélemy";"";"";"";"route de la plage";"Public";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"0";"";"A";"2014-03-07 12:54:22"
"W9J1000085";"";"";"";"9J1T";"2014-02-20";"2014-02-20";"2014-04-12";"0001-01-01";"D";"S";"ENSEMBLE 97 SAINT BARTHELEMY CONSTRUISONS VOTRE AVENIR";"ENSEMBLE 97 SAINT BARTHELEMY CONSTR...";"apporter la prévention, l'aide, l'assistance, la médiation, la formation, le suivi et les contrôles économiques, financiers et sociaux aux personnes physiques en difficultés fiancières, voir en surrendettement, pour causes multiples et diverses sur l'ensemble de la collectivité territoriale de Saint-Barthélemy (97)";"002005";"000000";"";"";"";"";"Sea Horse Baie de Marigot";"_";"97701";"97133";"Saint-Barthélemy";"";"Co/ sxm copieur";"Marigot";"Rue de la Hollande";"";"97150";"Saint-Martin";"FRANCE";"PM";"";"0";"";"A";"2014-04-12 12:45:09"
"W9J1000086";"30/01/2000";"";"";"9J1T";"2000-01-30";"2013-10-14";"2000-04-01";"0001-01-01";"D";"S";"ASSOCIATION LOCALE POUR LE CULTE DES TEMOINS DE JEHOVAH DE SAINT-BARTHELEMY";"ASSOCIATION LOCALE POUR LE CULTE DE...";"subvenir aux frais, à l'entretien et à l'exercice public du culte des témoins de jéhovah, apporter son aide et son assistance à toute association poursuivant un objet identique, acquérir, louer ou construire les terrains et les immeubles pouvant servir aux buts qu'elle s'est fixée et, d'une manière générale, réaliser toute transaction mobilière ou immobilière en vue de l'exercice public du culte des témoins de jéhovah";"040000";"000000";"Saint-Jean Carénage";"";"";"";"";"_";"97701";"97133";"Saint-Barthélemy";"";"COLOMBIER";"";"";"";"97133";"SAINT-BARTHéLEMY";"FRANCE";"PM";"";"1";"";"A";"2014-04-12 12:46:24"
"W9J1000087";"";"";"";"9J1T";"2014-05-16";"2014-05-16";"2014-05-31";"0001-01-01";"D";"S";"UN ECHO DANS LE DESERT";"UN ECHO DANS LE DESERT";"promouvoir des activités physiques et sportives ; participer à des activités physiques et sportives ; participer à des évènements sportifs types course, trail et autres évènements publics liés au sport au niveau départemental, régional, national et international";"011000";"000000";"";"";"";"";"Flamands";"_";"97701";"97133";"Saint-Barthélemy";"";"chez M. Stéphane CROZATIER";"";"Flamands";"";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"0";"";"A";"2014-05-31 12:45:42"
"W9J1000088";"";"";"";"9J1T";"2014-05-19";"2014-05-19";"2014-06-14";"0001-01-01";"D";"S";"L'ECOLE DE RUGBY DES BARRACUDAS";"EDR DES BARRACUDAS";"faire pratiquer le rugby";"011080";"000000";"";"";"";"";"Vitet";"_";"97701";"97133";"Saint-Barthélemy";"";"";"";"Vitet";"";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"0";"";"A";"2014-06-15 18:45:18"
"W9J1000089";"";"";"";"9J1T";"2014-06-11";"2014-06-11";"2014-06-28";"0001-01-01";"D";"S";"THE HEART OF SAINT BARTH";"H.O.S.B";"créer des évènements autour de l'art et de la musique afin de mettre en avant les artistes en mettant à leur disposition des espaces, scènes, lieux afin qu'ils puissent exprimer leur talent ; reverser tous les bénéfices aux enfants défavorisés ou en difficulté";"006100";"020005";"";"";"";"";"Pointe Milou";"_";"97701";"97133";"Saint-Barthélemy";"";"";"C/o Carole's places";"Pointe Milou";"";"97133";"Saint-Barthélemy";"FRANCE";"PF";"";"0";"";"A";"2014-06-30 12:45:45"
"W9J1000090";"";"";"";"9J1T";"2014-06-11";"2014-06-11";"2014-06-28";"0001-01-01";"D";"S";"LES GAZELLES DE SAINT BARTH";"LES GAZELLES DE SAINT BARTH";"organiser, préparer et assurer la logistique permettant la participation complète de deux équipages au rallye-raid ""RALLYE AÏCHA DES GAZELLES"" édition 2015";"011000";"000000";"";"65";"";"RUE";"de la Paix Gustavia";"_";"97701";"97133";"Saint-Barthélemy";"";"";"";"65 RUE DE LA PAIX GUSTAVIA";"";"97133";"Saint-Barthélemy";"FRANCE";"PF";"";"0";"";"A";"2014-07-02 13:26:37"
"W9J1000091";"";"";"";"9J1T";"2014-07-07";"2014-07-07";"2014-07-26";"0001-01-01";"D";"S";"LE BITIN BRASS BAND";"B.B.B";"jouer de la musique de tout type dans le cadre de concerts privés ou de manifestations publiques";"006030";"000000";"Centre commercial de l'oasis";"";"";"";"Lorient";"_";"97701";"97133";"Saint-Barthélemy";"";"Centre commercial de l'oasis";"";"Lorient";"";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"0";"";"A";"2014-07-28 18:45:37"
"W9J1000092";"";"";"";"9J1T";"2014-09-05";"2014-09-05";"2014-09-20";"0001-01-01";"D";"S";"L'ATELIER DES MUZICIENS";"L'ATELIER DES MUZICIENS";"créer des évènements culturels et plus particulièrement des spectacles et festivals de musique, afin de promouvoir l'île de St Barthélemy à l'international ; réunir les jeunes autour d'ateliers de musique, d'éveil musical";"006030";"000000";"Gustavia";"23";"";"RUE";"schoelcher";"_";"97701";"97133";"Saint-Barthélemy";"";"Gustavia";"";"23  rue schoelcher";"";"97133";"Saint-Barthélemy";"FRANCE";"PF";"";"0";"";"A";"2014-09-22 18:45:43"
"W9J1000093";"12/11/1991";"";"";"9J1T";"1991-11-12";"2014-09-23";"1991-12-11";"0001-01-01";"D";"S";"SAINT-BARTH ANIMATION";"SAINT-BARTH ANIMATION";"organiser des animations musicales, créer des évènements sportifs, musicaux et culturels";"006030";"000000";"Radio transat";"";"";"";"Galeries du commerce Saint-Jean";"_";"97701";"97133";"Saint-Barthélemy";"";"Radio transat";"";"Galeries du commerce Saint-Jean";"";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"1";"";"A";"2015-03-24 20:00:05"
"W9J1000094";"";"";"";"9J1T";"2014-11-14";"2014-11-14";"2014-11-29";"0001-01-01";"D";"S";"ST BARTH YOGA & WELLNESS ASSOCIATION";"ST BARTH YOGA & WELLNESS ASSOCIATION";"enseigner, faire pratiquer et développer le yoga ainsi que des techniques de bien-être et de développement personnel par des praticiens résidents de l'île de St-Barthélemy et par des intervenants extérieurs formés et diplômés dans ces différentes méthodes; plus largement encore, l'association se réserve la possibilité d'intégrer ou de promouvoir toute activité complémentaire en accord avec ses valeurs et ses ambitions, ceci par tous les moyens comme l'organisation de cours, de stages, de formations, de conférences, de spectacles et d'évènements complémentaires; elle s'adresse à toute forme de public; outre les cotisations de ses membres, la vente et la diffusion des services et de ses produits, tout comme des dons peuvent assurer ses ressources et son développement";"040000";"040000";"Morne Le réduit";"";"";"";"Gustavia";"_";"97701";"97133";"Saint-Barthélemy";"";"Morne Le réduit";"";"Gustavia";"";"97133";"Saint-Barthélemy";"FRANCE";"PF";"";"0";"";"A";"2014-12-01 19:41:36"
"W9J1000095";"";"";"";"9J1T";"2014-11-18";"2014-11-18";"2014-12-20";"0001-01-01";"D";"S";"LES PLONGEURS DE SAINT-BARTHELEMY";"PSB";"promouvoir et protéger les intérêts économiques de la plongée ; oeuvrer pour développer et favoriser, par tous moyens appropriés sur les plans sportif et accessoirement artistique et scientifique, la connaissance et la protection du monde subaquatique, ainsi que celle de tous les sports et activités subaquatiques et connexes, notamment la pêche sous-marine, la plongée en scaphandre, l'apnée et la nage avec accessoires ; contribuer au respect des lois et règlements ayant pour objet la conservation de la faune, de la flore et des richesses sous-marines, notamment en tenant ses adhérents informés des dispositions édictées à cette fin";"011125";"000000";"Saint-Jean";"23";"";"RES";"Jean Bart";"_";"97701";"97133";"Saint-Barthélemy";"";"Saint-Jean";"";"23  résidence Jean Bart";"";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"0";"";"A";"2014-12-20 12:45:13"
"W9J1000096";"31/05/2005";"";"";"9J1T";"2005-05-31";"2014-12-09";"2005-07-02";"0001-01-01";"D";"S";"SAINT-BARTH BASKET-CLUB";"SAINT-BARTH BASKET-CLUB";"développer dans l'île de Saint-Barthélemy la pratique du basket-ball et favoriser les rencontres inter-îles";"011065";"000000";"";"";"";"";"Grande Saline";"_";"97701";"97133";"Saint-Barthélemy";"";"";"";"GRANDE SALINE";"";"97012";"SAINT-BARTHéLEMY";"FRANCE";"PM";"";"1";"";"A";"2015-06-10 20:00:06"
"W9J1000097";"";"";"";"9J1T";"2014-12-04";"2014-12-04";"2014-12-27";"0001-01-01";"D";"S";"ENTRE ELLE ET MER";"ENTRE ELLE ET MER";"permettre la rencontre, l'échange, l'entraide entre les personnes vivant sur des bateaux à Saint-Barthélemy ; être un trait d'union entre les administrations locales et une plateforme solidaire entre ces personnes";"050000";"000000";"La Capitainerie";"";"";"";"Gustavia";"_";"97701";"97133";"Saint-Barthélemy";"";"La capitainerie";"";"Gustavia";"";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"0";"";"A";"2015-01-19 18:35:40"
"W9J1000098";"";"";"";"9J1T";"2014-12-08";"2014-12-08";"2014-12-27";"0001-01-01";"D";"S";"ST BARTS HYLMAUDE DESIGN";"SBHD";"promouvoir et développer en local et à l'international toutes activités (boutiques, créateurs, stylistes...) et tout évènements concernant les acteurs de la mode, du stylisme, de la décoration, du relooking, installés sur l'île de Saint-Barthélemy et notamment l'organisation annuelle du ""ST BARTH FASHION SPIRIT"" ; ainsi que la défense des intérêts de ses membres et plus généralement toutes opérations commerciales ou financières, mobilières ou immobilières, pouvant se rattacher directement ou indirectement à l'objet social ou susceptibles d'en faciliter l'extension ou le développement";"022000";"000000";"";"";"";"";"Anse des Cayes";"_";"97701";"97012";"Saint-Barthélemy";"";"3 lotissement";"";"Anse des Cayes";"";"97012";"Saint-Barthélemy";"FRANCE";"PF";"";"0";"";"A";"2014-12-29 12:45:23"
"W9J1000099";"";"";"";"9J1T";"2015-01-22";"2015-11-27";"2015-01-31";"0001-01-01";"D";"S";"PINEAPPLE GIRLS";"PINEAPPLE GIRLS";"créer un groupe de carnaval";"006000";"000000";"";"";"";"";"Grande Saline";"_";"97701";"97133";"Saint-Barthélemy";"";"";"";"Grande Saline";"";"97133";"Saint-Barthélemy";"FRANCE";"PF";"";"0";"";"A";"2015-11-27 17:53:54"
"W9J1000100";"";"";"";"9J1T";"2015-03-25";"2015-06-12";"2015-04-04";"0001-01-01";"D";"S";"ITINERANTOUR";"ITINERANTOUR";"promouvoir et développer des produits et techniques favorisant le développement durable, la protection de la planète et le développement humain, dans tous les domaines d'activités à travers le globe ; pour se donner les moyens de fonctionner, l'association pourra fabriquer, commercialiser, importer ou exporter à l'international, ou organiser des évènements (code de ommerce article 1442-7) ; plus généralement toutes opérations de quelque nature qu'elles soient, juridiques, économiques, financières, immobilières, civiles et commerciales se rapportant directement ou indirectement à l'objet social ou susceptible d'en faciliter l'extension ou le développement";"024050";"000000";"";"";"";"";"Grand cul de sac";"_";"97701";"97133";"Saint-Barthélemy";"";"CHEZ FRANçOIS QUESTEL";"";"GRAND CUL DE SAC";"";"97133";"SAINT-BARTHéLEMY";"FRANCE";"PM";"";"0";"";"A";"2015-12-11 20:00:03"
"W9J1000101";"";"";"";"9J1T";"2015-04-09";"2015-04-09";"2015-05-09";"0001-01-01";"D";"S";"OUANALAO REEF";"OUANALAO REEF";"conserver, réhabiliter, implanter, mettre en valeur les récifs coralliens et écosystèmes marins de Saint-Barthélemy";"024030";"024035";"";"";"";"";"Marigot";"_";"97701";"97133";"Saint-Barthélemy";"";"";"";"Marigot";"";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"0";"";"A";"2015-05-09 12:45:12"
"W9J1000102";"";"";"";"9J1T";"2015-05-05";"2021-04-30";"2015-05-16";"0001-01-01";"D";"S";"CORAL RESTORATION ST BARTH";"CORAL RESTORATION ST BARTH";"préserver et restaurer les écosystèmes coralliens ; développer des programmes de recherche pour comprendre, valoriser et restaurer les récifs coralliens ; participer à l'installation de sites de nurseries, de favoriser la restauration d'habitats pour la biodiversité marine ; de sensibiliser les communautés locales et le grand public ; de défendre en justice les intérêts qu'elle a pour objet de défendre ; préserver et restaurer les littoraux marins  ; prélever régulièrement des espèces invasives (tels que les poissons-lions) ;
de faire découvrir les fonds marins via un club de plongée associatif dans le but de sensibiliser un plus grand nombre de personnes par la plongée sous-marine";"024035";"000000";"Morne tourterelle";"";"";"";"Saline";"_";"97701";"97133";"Saint-Barthélemy";"";"Morne tourterelle";"";"Saline";"";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"0";"";"A";"2021-05-11 12:45:47"
"W9J1000103";"";"";"";"9J1T";"2015-06-04";"2015-06-04";"2015-07-18";"0001-01-01";"D";"S";"FELDENKRAIS ST BARTH";"FELDENKRAIS ST BARTH";"promouvoir l'éducation somatique (apprentissage de la conscience du corps en mouvement dans son environnement) à travers la méthode Feldenkrais";"011000";"050000";"Gustavia";"56";"";"RUE";"Irénée de Bruyn";"_";"97701";"97133";"Saint-Barthélemy";"";"Gustavia";"";"56  rue Irénée de Bruyn";"";"97133";"Saint-Barthélemy";"FRANCE";"PF";"";"0";"";"A";"2015-07-18 12:45:10"
"W9J1000104";"24/07/84";"";"";"9J1T";"1984-07-24";"2018-11-08";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION SAINT-BARTH DES AMIS DE LA SUEDE";"A.S.B.A.S.";"agir en sorte que soient sauvegardés et soigneusement conservés les vestiges de la présence suédoise à Saint-Barthélemy ainsi que les archives et objets se rapportant à l'époque suédoise de l'île de 1784 à 1878, en tout lieu qu'ils peuvent se trouver ; promouvoir la recherche culturelle et artistique portant sur l'époque et les questions qui s'y rattachent ; favoriser le développement des relations entre Saint-Barthélemy et la Suède";"010000";"000000";"";"";"";"";"Gustavia";"_";"97701";"97133";"Saint-Barthélemy";"";"";"";"Anse des Cayes";"";"97133";"Saint-Barthélemy";"FRANCE";"PM";"infosb.com";"1";"";"A";"2018-11-09 15:40:25"
"W9J1000105";"";"";"";"9J1T";"2015-09-25";"2015-09-25";"2015-10-24";"0001-01-01";"D";"S";"PANDA FREEDIVING SCHOOL";"PANDA FREEDIVING SCHOOL";"développer la pratique de l'apnée de loisir et sportive auprès de la population intéressée, certifier le cas échéant les personnes intéressées par le passage de niveau d'apnée AIDA";"011125";"000000";"";"";"";"";"Petit Cul de SAc";"_";"97701";"97133";"Saint-Barthélemy";"";"";"";"Petit Cul de SAc";"";"97133";"Saint-Barthélemy";"FRANCE";"PF";"";"0";"";"A";"2015-10-24 12:45:19"
"W9J1000106";"";"";"";"9J1T";"2015-09-23";"2017-12-01";"2015-10-24";"0001-01-01";"D";"S";"L' ENVOLÉE";"L' ENVOLÉE";"participer financièrement, organiser, planifier les départs et séjours des danseurs de Saint-Barthélemy aux concours nationaux (Métropole), européens et internationaux ; participer financièrement, organiser, planifier des stages de danses à Saint-Barthélemy, faire venir des professeurs qualifiés afin qu'ils puissent enseigner d'autres formes de danses et ouvrir l'esprit de nos danseurs ; participer financièrement, organiser, planifier les participations de nos danseurs à des stages de danses à l'extérieur de l'île de St-Barthélemy (îles voisines, métropole, étranger) ; organiser des actions pour récolter des fonds : vente de gâteaux, tombola, vide grenier, aide aux personnes, recherche de sponsors etc...";"011045";"000000";"maison Hervé Turbé";"";"";"";"Flamands";"_";"97701";"97133";"Saint-Barthélemy";"";"";"CHEZ M. HERVé TURBÉ";"FLAMANDS";"";"97133";"SAINT-BARTHéLEMY";"FRANCE";"PF";"";"0";"";"A";"2018-06-02 20:00:03"
"W9J1000107";"";"";"";"9J1T";"2015-10-13";"2019-04-04";"2015-10-24";"2019-02-19";"D";"S";"ASSOCIATION DES PROFESSIONNELS DE SANTÉ LIBÉRAUX DE SAINT BARTHELEMY";"A.P.S.L.SBH";"représenter les Masseurs Kinésithérapeutes et les Infirmières (ers) conventionnés exerçant à Saint-Barthélemy dans toutes les instances officielles ou privées afin de garantir la qualité et la sécurité des soins ainsi que leur pérennité à Saint-Barthélemy, défendre les intérêts corporatifs économiques, sociaux ou moraux des Masseurs Kinésithérapeutes et des infirmières (ers), de favoriser et de promouvoir la formation des Masseurs Kinésithérapeutes et des Infirmières (ers), émettre des propositions relatives à l'organisation du système de santé comme l'organisation des soins entre professionnels libéraux et secteur hospitalier, la démographie professionnelle, la permanence des soins, la formation continue professionnelle et interprofessionnelle";"017020";"000000";"";"";"";"";"Corossol";"_";"97701";"97133";"Saint-Barthélemy";"";"la roche dans l'eau";"";"Corossol";"";"97133";"Saint-Barthélemy";"FRANCE";"PF";"";"0";"";"D";"2019-04-30 18:10:33"
"W9J1000108";"";"";"";"9J1T";"2015-10-14";"2015-10-14";"2015-10-24";"0001-01-01";"D";"S";"GYMNASTIQUE CLUB SAINT-BARTH";"GCSB";"faire découvrir et pratiquer toutes les activités gymniques proposées par la Fédération Française de Gymnastique FFG en loisirs et en compétition";"011105";"000000";"La Grand'Roche";"";"";"";"Colombier";"_";"97701";"97133";"Saint-Barthélemy";"";"La Grand'Roche";"";"Colombier";"";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"0";"";"A";"2015-10-24 12:46:36"
"W9J1000109";"19/06/2002";"";"";"9J1T";"2002-06-19";"2015-10-16";"2002-07-20";"0001-01-01";"D";"S";"SAINT-B'ART";"SAINT-B'ART";"promouvoir et organiser toutes activités artistiques ou culturelles ; organiser des manifestations, spectacles, expositions, concerts, représentations théâtrales, organiser des stages de dessin, peinture, sculpture, danse, ateliers de littérature et tout ce qui en général contribue au développement culturel et au rayonnement de Saint-Barthélemy ; assister techniquement et financièrement des jeunes vocations dans le domaine artistique";"006100";"000000";"Les grands fonds";"";"";"";"";"_";"97701";"97133";"Saint-Barthélemy";"";"";"";"LES GRANDS FONDS";"";"97133";"SAINT-BARTHéLEMY";"FRANCE";"PM";"";"1";"";"A";"2016-04-16 20:00:03"
"W9J1000110";"";"";"";"9J1T";"2015-10-19";"2015-10-19";"2015-11-14";"0001-01-01";"D";"S";"YOGA & ÉDUCATION";"YOGA & ÉDUCATION";"contribuer à la promotion et à l'apprentissage du yoga, de l'éducation des enfants, des adultes par l'intermédiaire de formations et de tous types d'activités en relation avec l'apprentissage des techniques de bien être et d'éducation ; créer, exploiter, promouvoir et organiser des évènements et des manifestations à travers des cours, des soirées, des stages, des concerts, des représentations et des festivals autour du yoga, de l'expression corporelle, et de l'éducation sur la non violence et la pédagogie positive";"007085";"000000";"5 La plantation";"";"";"";"Saint-Jean carénage";"_";"97701";"97133";"Saint-Barthélemy";"";"5 La plantation";"";"Saint-Jean carénage";"";"97133";"Saint-Barthélemy";"FRANCE";"PF";"";"0";"";"A";"2015-11-14 12:45:13"
"W9J1000111";"04/07/2001";"82360633000012";"";"9J1T";"2001-07-04";"2021-10-29";"2001-08-04";"0001-01-01";"D";"S";"ASSOCIATION DE SPORTS COLLECTIFS AQUATIQUES DE ST-BARTH";"A.S.C.A.S.";"pratiquer et enseigner la plongée sous-marine et ses activités annexes ; pratiquer l'apnée en mer ou en milieu artificiel ; nager avec des palmes en mer ou en milieu artificiel ; pratiquer toute activité mettant en jeu des techniques utilisées en plongée sous-marine ; pratiquer la natation et le renforcement musculaire en mer et en milieu artificiel ; pratiquer des activités collectives de ballon (type water-polo) en mer et en milieu artificiel ;";"011125";"000000";"Pointe Milou";"";"";"";"";"_";"97701";"97133";"Saint-Barthélemy";"";"";"";"CENTRE ADMINISTRATIF DE LORIENT";"BOITE 32";"97133";"ST BARTHELEMY";"FRANCE";"TM";"";"1";"";"A";"2021-11-23 12:45:55"
"W9J1000112";"03/02/1988";"";"";"9J1T";"1988-02-03";"2020-12-04";"1988-03-02";"0001-01-01";"D";"S";"LES FRANCS-ARCHERS DE SAINT-BARTH";"LES FRANCS-ARCHERS DE SAINT-BARTH";"pratiquer le tir à l'arc ; tenir des assemblées périodiques, des conférences et cours sur les questions sportives et, en général, tous les exercices et toutes initiatives propres à la formation physique et morale de la jeunesse";"011175";"000000";"plaine des jeux";"";"";"";"Saint-Jean";"_";"97701";"97133";"Saint-Barthélemy";"";"";"";"SAINT-JEAN";"";"97133";"SAINT-BARTHÉLEMY";"FRANCE";"PM";"";"1";"";"A";"2021-06-05 20:00:03"
"W9J1000113";"";"";"";"9J1T";"2015-11-19";"2015-11-19";"2015-12-05";"0001-01-01";"D";"S";"SAINT BARTH SPORT OCEAN";"SBH SPORT OCEAN";"organiser des évènements nautiques et maritimes ; former à la voile, à la course croisières et aux sports nautiques (voile lègère) et sports de glisse";"011185";"011095";"Lorient";"";"";"";"lieu dit camaruche";"_";"97701";"97133";"Saint-Barthélemy";"";"";"";"Lorient lieu dit camaruche";"";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"0";"";"A";"2015-12-07 20:04:20"
"W9J1000114";"";"";"";"9J1T";"2015-11-04";"2015-11-04";"2015-12-05";"0001-01-01";"D";"S";"SAINT BARTH EXPO";"ST BARTH EXPO";"mettre en oeuvre des expositions d'art à vocation culturelle et pédagogique et toutes manifestations (ou actions) annexes ou complémentaires se rattachant à cette activité";"006020";"006100";"Gustavia";"16";"";"RUE";"Jeanne d'Arc";"_";"97701";"97133";"Saint-Barthélemy";"";"GUSTAVIA";"";"16  rue JEANNE D'ARC";"";"97133";"Saint-Barthélemy";"FRANCE";"PF";"";"0";"";"A";"2015-12-07 20:04:20"
